Row Label,County,Mary Yu,Registered Voters,Times Blank Voted,Times Counted,Times Over Voted,Write-in
SEA 34-1510,KI,128,392,97,228,0,3
SEA 34-1513,KI,191,663,117,312,0,4
SEA 34-1512,KI,76,269,71,149,0,2
SEA 34-1519,KI,96,327,93,192,0,3
SEA 34-1518,KI,96,260,60,156,0,0
RNT 11-0354,KI,148,491,77,227,0,2
SET 33-3618,KI,89,325,34,125,0,2
ISS 05-3572,KI,204,855,124,331,0,3
SHL 32-3556,KI,155,436,78,239,0,6
GRIFFITH,KI,185,576,102,288,0,1
M-I 41-0796,KI,174,561,91,268,0,3
M-I 41-0797,KI,124,373,74,199,0,1
M-I 41-0794,KI,157,399,98,257,0,2
M-I 41-0795,KI,205,508,112,319,0,2
M-I 41-0792,KI,100,297,84,186,0,2
M-I 41-0793,KI,198,596,167,366,0,1
KEN 47-3136,KI,73,293,40,119,0,6
M-I 41-0791,KI,106,259,50,156,0,0
SAM 45-3213,KI,173,558,118,295,0,4
SAM 45-3216,KI,253,710,104,362,0,5
SAM 45-3217,KI,266,641,156,424,0,2
SHL 32-0024,KI,166,449,96,269,0,7
THRUSH,KI,90,275,54,144,0,0
KEN 47-3352,KI,0,0,0,0,0,0
M-I 41-0778,KI,120,320,92,215,0,3
M-I 41-0779,KI,182,497,147,331,0,2
SHL 32-0510,KI,213,645,155,371,0,3
M-I 41-0770,KI,92,277,81,173,0,0
M-I 41-0771,KI,85,258,58,149,0,6
M-I 41-0773,KI,103,315,75,180,0,2
M-I 41-0774,KI,168,453,119,288,0,1
M-I 41-0775,KI,171,491,141,313,0,1
M-I 41-0776,KI,124,331,87,213,0,2
M-I 41-0777,KI,164,492,126,291,0,1
SHL 32-0277,KI,87,241,44,132,0,1
SEA 37-3416,KI,85,502,41,134,0,8
RNT 33-3535,KI,185,697,96,282,0,1
SEA 37-3639,KI,126,303,64,191,0,1
SEA 43-1277,KI,170,541,107,282,0,5
SEA 37-3636,KI,199,786,90,296,0,7
SEA 43-1275,KI,125,275,73,200,0,2
SAM 45-2965,KI,184,586,137,324,0,3
SEA 43-1272,KI,169,437,116,285,0,0
SAM 45-2961,KI,197,531,117,318,0,4
SAM 45-2963,KI,260,774,180,448,0,8
FED 30-3018,KI,91,327,62,155,0,2
FED 30-3019,KI,131,427,93,231,0,7
FED 30-3017,KI,267,715,187,458,0,4
FED 30-3014,KI,162,461,113,277,0,2
FED 30-3015,KI,138,398,101,241,0,2
FED 30-3012,KI,108,301,84,194,0,2
FED 30-3013,KI,77,266,45,124,0,2
FED 30-3010,KI,115,335,77,197,0,5
FED 30-3011,KI,89,343,47,138,0,2
RNT 37-0965,KI,228,708,112,346,0,6
ISS 41-1208,KI,213,649,155,369,0,1
SIERRA,KI,216,690,153,373,0,4
SEA 46-1978,KI,189,501,139,328,0,0
SHL 32-0274,KI,118,288,67,186,0,1
KEN 47-0482,KI,185,671,115,301,0,1
SEA 43-2028,KI,177,423,100,280,0,3
SEA 43-2029,KI,308,706,179,488,0,1
SEA 43-2026,KI,142,356,97,239,0,0
SEA 43-2027,KI,111,292,90,202,0,1
SEA 43-2024,KI,116,336,85,201,0,0
SEA 43-2025,KI,208,556,149,360,0,3
SEA 43-2023,KI,119,388,103,224,0,2
SEA 43-2020,KI,142,374,106,249,0,1
SEA 43-2021,KI,318,797,184,506,0,4
BEL 48-0198,KI,237,846,135,375,0,3
BEL 48-0191,KI,83,300,63,146,0,0
BEL 48-0190,KI,110,443,82,192,0,0
BEL 48-0193,KI,120,407,84,205,0,1
BEL 48-0192,KI,118,364,89,207,0,0
CAMAS,KI,238,719,197,442,0,7
BEL 48-0194,KI,101,287,58,159,0,0
BEL 48-0196,KI,110,302,64,174,0,0
FED 30-3305,KI,66,402,35,102,0,1
FAIRWOOD,KI,106,267,70,176,0,0
RATTLESNAKE,KI,170,605,155,333,0,8
SHL 32-1080,KI,88,258,46,134,0,0
B-D 05-3310,KI,156,492,113,273,0,4
SEA 43-2110,KI,106,452,78,186,0,2
KEN 33-2699,KI,117,401,76,198,0,5
SEA 43-2115,KI,86,527,47,134,0,1
SHL 32-0378,KI,97,305,51,150,0,2
RED 48-0938,KI,63,288,42,106,0,1
KIR 45-2560,KI,196,705,111,308,0,1
SEA 46-1964,KI,157,499,90,247,0,0
FOUR LAKES,KI,205,733,196,403,1,1
SEA 43-2239,KI,219,566,168,389,0,2
SAM 45-2791,KI,243,637,167,411,0,1
SEA 43-2237,KI,217,568,130,352,0,5
SEA 34-2501,KI,139,381,102,244,0,3
SEA 36-2532,KI,147,416,120,273,0,6
SEA 36-2533,KI,138,431,126,267,0,3
SEA 36-2534,KI,173,547,138,315,0,4
PATTERSON,KI,284,861,218,505,0,3
SEA 36-2536,KI,176,567,150,329,0,3
SHEFFIELD,KI,170,447,115,288,0,3
KILLARNEY,KI,154,466,106,264,0,4
RNT 11-1012,KI,151,589,91,242,0,0
M-I 41-2445,KI,171,496,121,292,0,0
SET 33-3057,KI,154,607,110,267,0,3
M-V 05-3373,KI,192,662,160,360,0,8
RNT 11-2854,KI,148,583,75,225,0,2
SEA 37-1558,KI,163,702,109,273,0,1
SEA 37-1559,KI,87,338,21,108,0,0
KIR 48-2863,KI,132,417,100,233,0,1
COV 47-0313,KI,154,428,86,241,0,1
SEA 37-1555,KI,116,410,70,190,0,4
LANGSTON,KI,165,587,87,254,0,2
BOT 01-3321,KI,183,430,110,293,0,0
SEA 37-1553,KI,116,388,89,206,0,1
DES 33-2674,KI,153,552,95,250,0,2
SEA 37-1824,KI,142,394,101,246,0,3
KIR 48-3196,KI,133,428,97,233,0,3
SEA 37-1827,KI,196,558,70,270,0,4
SEA 37-1823,KI,34,209,9,44,0,1
SEA 43-1835,KI,288,688,127,417,0,2
KEN 47-3652,KI,154,463,64,219,0,1
RIVERBEND,KI,196,762,144,345,0,5
DES 33-2671,KI,312,834,175,488,0,1
AUB 47-3260,KI,297,886,181,485,0,7
DES 33-2673,KI,102,366,64,167,0,1
M-I 41-0786,KI,105,255,60,166,0,1
KIR 48-2919,KI,128,412,78,207,0,1
BEL 41-0518,KI,114,266,58,172,0,0
KMR 46-2765,KI,225,715,131,363,0,7
KMR 46-2764,KI,97,269,58,155,0,0
M-I 41-0788,KI,144,372,87,234,0,3
KIR 48-2913,KI,226,700,109,337,0,2
KIR 48-2914,KI,246,723,147,399,0,6
MOUNT CLARE,KI,225,571,122,348,0,1
SAM 45-2575,KI,310,770,181,496,0,5
SEA 46-1962,KI,105,295,103,208,0,0
SEA 37-1950,KI,53,187,13,67,0,1
JUTLAND,KI,22,85,18,40,0,0
KIR 48-0642,KI,145,430,108,253,0,0
KIR 48-0643,KI,87,314,51,141,0,3
KIR 48-0641,KI,131,370,89,221,0,1
KIR 48-0646,KI,168,511,137,305,0,0
SAM 41-2942,KI,217,726,166,385,0,2
KIR 48-0644,KI,237,716,154,393,0,2
KIR 48-0645,KI,71,230,56,127,0,0
SEA 37-1903,KI,122,312,92,218,0,4
M-V 05-2841,KI,113,385,75,188,0,0
N-B 05-2683,KI,215,706,127,351,0,9
PROVAN,KI,192,551,146,340,0,2
TWIN PEAKS,KI,213,700,183,401,0,5
BEL 48-1023,KI,117,322,88,206,0,1
SAM 41-0816,KI,218,687,164,385,0,3
SHL 32-0462,KI,113,421,90,207,0,4
RNT 11-0964,KI,153,557,107,260,0,0
RNT 11-0962,KI,88,309,36,127,0,3
SEA 34-1529,KI,67,266,62,132,0,3
KIR 01-2678,KI,238,695,134,375,0,3
SEA 46-2128,KI,146,542,97,247,0,4
B-D 05-0240,KI,118,419,84,207,0,5
KIR 48-0614,KI,239,751,144,384,0,1
SEA 43-2048,KI,109,376,102,214,0,3
KIR 01-2923,KI,191,642,115,311,0,5
SEA 43-2049,KI,113,453,92,208,0,3
AUB 47-3518,KI,175,640,133,309,0,1
DARWOOD,KI,152,472,127,285,0,6
SEA 36-1757,KI,84,262,82,166,0,0
SEA 43-1874,KI,213,608,127,343,0,3
SEA 36-1759,KI,86,274,82,169,0,1
NEW 41-3578,KI,101,396,53,156,0,2
BUR 34-1104,KI,108,325,77,186,0,1
SEA 46-2286,KI,165,437,114,279,0,0
SEA 46-2280,KI,216,645,178,396,0,2
HOLLYMORE,KI,199,525,133,337,0,5
SEA 46-2282,KI,247,653,181,429,0,1
SHL 32-0267,KI,186,607,109,299,0,4
SEA 46-2289,KI,90,338,111,203,0,2
LFP 46-1186,KI,138,436,108,250,0,4
DENVER,KI,158,588,68,229,0,3
PEGGY,KI,216,775,172,390,0,2
SEA 34-1508,KI,99,295,82,182,0,1
SEA 34-1509,KI,98,281,78,177,0,1
GLENDALE,KI,174,764,112,289,0,3
SEA 34-1500,KI,176,584,150,328,0,2
SEA 34-1501,KI,142,369,104,248,0,2
SEA 34-1506,KI,115,299,66,183,0,2
SEA 34-1507,KI,126,357,102,230,0,2
SEA 34-1504,KI,157,418,108,267,0,2
SEA 46-2304,KI,145,369,88,233,0,0
WANDA,KI,125,417,78,205,0,2
TIGER MTN,KI,259,742,181,447,0,7
SEA 46-2305,KI,132,364,120,253,0,1
SEA 46-2307,KI,132,313,82,215,0,1
LFP 46-1237,KI,178,419,95,275,0,2
KIR 45-2917,KI,145,603,106,254,0,3
KIR 45-2916,KI,99,321,73,175,0,3
BUR 34-1032,KI,163,511,98,263,1,1
KEN 47-2985,KI,146,571,49,198,0,3
KIR 45-2912,KI,120,419,43,165,0,2
KIR 45-2911,KI,76,309,62,139,0,1
KIR 45-2910,KI,151,421,94,248,0,3
SEA 46-2359,KI,129,341,73,203,0,1
SEA 46-2358,KI,309,846,180,494,0,5
SEA 46-2302,KI,150,408,115,265,0,0
SEA 37-2686,KI,197,604,87,291,0,7
COUNTRYSIDE,KI,188,667,92,280,0,0
SEA 46-2352,KI,100,338,78,181,0,3
SEA 46-2351,KI,113,314,87,200,0,0
SEA 37-3159,KI,250,845,129,383,0,4
SEA 46-2357,KI,172,472,135,309,0,2
SEA 46-2355,KI,140,354,83,224,0,1
FAIRWEATHER,KI,98,269,66,164,0,0
SAM 41-3384,KI,226,764,163,391,0,2
SAM 41-3385,KI,193,616,130,328,0,5
KIR 45-3198,KI,114,492,64,182,0,4
KIR 45-3199,KI,141,416,99,241,0,1
CROW,KI,101,389,92,197,0,4
KEN 33-3378,KI,221,725,111,333,0,1
SEALTH,KI,139,378,90,229,0,0
BOT 01-1207,KI,175,553,107,282,0,0
BEL 48-0188,KI,131,472,111,244,0,2
BEL 48-0189,KI,136,523,95,232,0,1
BEL 48-0186,KI,90,277,72,165,0,3
RING HILL,KI,276,757,207,488,0,5
FED 30-3372,KI,140,450,86,227,0,1
SHL 32-2552,KI,153,444,91,247,0,3
SEA 43-1365,KI,141,459,121,262,0,0
SEA 34-1448,KI,103,270,72,181,0,6
GREEN RIVER,KI,141,482,116,261,0,4
COV 47-0279,KI,230,832,135,369,0,4
EVERGREEN,KI,187,716,74,261,0,0
N-B 05-0859,KI,169,487,117,291,0,5
N-B 05-0858,KI,106,469,113,222,0,3
SEA 34-1442,KI,114,380,91,207,0,2
SAM 41-1130,KI,166,651,116,283,0,1
KEN 47-0842,KI,216,796,146,368,0,6
KIR 45-3200,KI,140,455,67,209,0,2
BOT 01-0868,KI,183,650,109,292,0,0
HUSKY,KI,185,650,153,340,0,2
SNQ 05-3645,KI,0,0,0,0,0,0
SEA 36-2505,KI,136,324,92,228,0,0
SEA 36-2504,KI,111,303,99,213,0,3
SEA 36-2507,KI,93,283,80,180,0,7
SEA 36-2506,KI,113,311,88,202,0,1
SEA 36-2503,KI,107,305,87,196,0,2
SEA 36-2502,KI,175,378,109,284,0,0
SEA 36-2509,KI,139,403,120,260,0,1
SEA 36-2508,KI,162,427,130,293,0,1
QUAIL,KI,77,235,52,131,0,2
KEN 47-0601,KI,212,733,77,291,0,2
KEN 47-0600,KI,34,131,12,46,0,0
COV 47-3517,KI,94,263,73,168,0,1
SHL 32-1140,KI,77,240,53,130,0,0
RNT 11-2844,KI,227,845,123,354,0,4
RNT 11-2845,KI,166,548,54,221,0,1
SEA 36-3586,KI,244,801,161,407,0,2
KEN 47-0026,KI,121,357,48,169,0,0
SEA 37-1563,KI,76,323,35,111,0,0
SEA 37-1565,KI,111,331,60,172,0,1
SEA 37-1564,KI,142,396,81,227,0,4
ANGEL CITY,KI,196,745,101,299,0,2
SEA 37-1566,KI,107,327,65,176,0,4
SEA 37-1568,KI,113,434,66,179,0,0
SEA 43-2083,KI,118,422,97,215,0,0
KEN 47-0028,KI,157,533,111,275,0,7
KMR 46-3148,KI,185,671,129,320,0,6
SEA 46-2619,KI,164,539,113,279,0,2
SEA 46-2500,KI,124,360,79,209,0,6
MCKINLEY,KI,75,351,38,118,0,5
WOODSIDE,KI,153,580,103,259,0,3
BUR 34-0377,KI,190,607,98,293,0,5
AUB 47-3187,KI,110,432,91,201,0,0
KMR 46-0820,KI,128,365,81,212,0,3
KMR 46-2771,KI,264,699,141,412,0,7
DES 33-1146,KI,175,591,117,299,0,7
LFP 46-0309,KI,234,582,149,386,0,3
KIR 48-2921,KI,141,418,88,231,0,2
KIR 48-3439,KI,193,531,131,324,0,0
KIR 48-2922,KI,120,504,121,242,0,1
KEN 11-0918,KI,175,605,80,257,0,2
CUMBERLAND,KI,110,345,79,195,0,6
VEAZIE,KI,199,619,150,356,0,7
LFP 46-0003,KI,159,477,113,273,0,1
KIR 48-0639,KI,130,387,86,218,0,2
KIR 48-0638,KI,149,551,131,281,0,1
KIR 48-0636,KI,141,449,107,248,0,0
KIR 48-0633,KI,174,468,108,285,0,3
BOT 01-0262,KI,220,779,137,367,0,10
BOT 01-0260,KI,319,769,163,482,0,0
AUB 47-3324,KI,239,577,120,360,0,1
SEA 36-2117,KI,138,336,82,223,0,3
SEA 46-1310,KI,140,397,83,229,0,6
KIR 01-0421,KI,283,724,183,468,0,2
KIR 01-0422,KI,182,612,124,309,0,3
RNT 11-0978,KI,143,506,80,223,0,0
RNT 11-0979,KI,65,284,34,100,0,1
RNT 11-0975,KI,216,861,121,339,0,2
RNT 11-0970,KI,61,246,46,108,0,1
RNT 11-0971,KI,170,579,120,291,0,1
RNT 11-0973,KI,159,542,85,245,0,1
SEA 37-1589,KI,125,290,88,217,0,4
SEA 37-1588,KI,89,244,70,159,0,0
SEA 43-1291,KI,320,684,165,487,0,2
SEA 37-1583,KI,253,700,124,382,0,5
SEA 37-1582,KI,183,715,105,291,0,3
SEA 37-1580,KI,114,333,45,160,0,1
SEA 37-1587,KI,118,311,76,195,0,1
SEA 37-1586,KI,151,373,98,251,0,2
SEA 36-3566,KI,187,579,119,307,0,1
SEA 37-1584,KI,120,332,85,210,0,5
SEA 43-2040,KI,122,476,92,214,0,0
NPK 33-0849,KI,155,380,98,254,0,1
TWO RIVERS,KI,262,779,199,465,0,4
FED 30-3004,KI,121,442,60,188,0,7
MEANDER,KI,200,581,138,340,0,2
SPIDER LAKE,KI,230,755,152,387,0,5
ISS 05-3559,KI,348,907,180,529,0,1
ISS 05-3552,KI,174,742,131,308,0,3
MARYMOOR,KI,0,0,0,0,0,0
HILL,KI,186,493,125,312,0,1
RUSS,KI,5,24,6,11,0,0
RED 48-2642,KI,80,263,37,117,0,0
RED 48-2641,KI,246,645,150,396,0,0
RED 48-2640,KI,132,356,76,208,0,0
SEA 46-2292,KI,170,505,118,288,0,0
SEA 46-2293,KI,160,441,132,292,0,0
SEA 34-1409,KI,147,422,122,270,0,1
SEA 34-1408,KI,282,708,196,481,0,3
SEA 46-2296,KI,139,391,92,237,0,6
SEA 46-2297,KI,94,283,73,169,0,2
BUR 34-1136,KI,78,218,58,137,0,1
SEA 43-1333,KI,127,340,101,229,0,1
SEA 43-1332,KI,143,385,121,267,0,3
SEA 43-1331,KI,123,366,101,224,0,0
SEA 43-1330,KI,141,404,93,238,0,4
M-I 41-0756,KI,240,738,155,402,0,7
M-I 41-0757,KI,132,403,96,231,0,3
SEA 43-1335,KI,206,637,166,377,0,5
LUND,KI,227,740,178,409,0,4
KMR 46-0036,KI,246,649,133,383,0,4
M-I 41-0758,KI,116,284,58,175,0,1
M-I 41-0759,KI,127,379,82,211,1,1
SHAMROCK,KI,197,693,131,332,0,4
SEA 36-3587,KI,154,590,113,273,0,6
N-B 05-3407,KI,215,628,164,381,0,2
WOD 45-2680,KI,235,627,146,384,0,3
WABASH,KI,101,320,86,189,0,2
SEA 43-3424,KI,146,407,72,219,0,1
BEL 41-0011,KI,63,346,54,117,0,0
BEL 41-0017,KI,171,594,97,270,0,2
RED 48-2467,KI,125,398,90,215,0,0
RED 48-2466,KI,270,749,187,460,0,3
SEA 37-1567,KI,107,332,49,156,0,0
STEED,KI,308,759,188,501,0,5
SEA 37-3617,KI,134,553,96,235,0,5
SEA 43-3571,KI,98,464,56,156,0,2
CAMPBELL HILL,KI,160,642,86,250,0,4
SEA 34-1258,KI,139,341,85,225,0,1
SEA 34-1259,KI,126,328,78,205,0,1
BEL 41-2936,KI,167,485,95,264,0,2
BEL 41-2935,KI,154,526,108,264,0,2
SEA 46-2348,KI,80,274,81,161,0,0
SEA 46-2349,KI,119,382,100,220,0,1
SEA 46-2340,KI,203,680,175,381,0,3
SEA 46-2341,KI,200,569,146,349,0,3
SEA 46-2342,KI,113,406,72,187,0,2
SEA 46-2343,KI,115,341,78,194,0,1
SEA 46-2344,KI,218,760,107,329,0,4
BEL 41-2447,KI,172,527,127,303,0,4
SEA 46-2346,KI,118,364,74,193,0,1
SEA 46-2347,KI,155,519,122,281,0,4
TRILLIUM,KI,270,799,205,476,0,1
LORA,KI,171,607,171,343,0,1
ALG 30-3141,KI,147,523,73,222,0,2
KEN 47-1076,KI,192,668,107,301,0,2
COV 47-1203,KI,251,885,165,421,0,5
KEN 33-2567,KI,113,369,73,187,0,1
KEN 33-2569,KI,251,856,133,390,0,6
KMR 46-1147,KI,212,764,156,368,0,0
VASHON,KI,123,390,92,215,0,0
ENM 31-3492,KI,91,333,69,164,0,4
BEL 48-0171,KI,137,396,95,234,0,2
BEL 48-0170,KI,72,225,52,128,0,4
BEL 48-0177,KI,163,408,71,236,0,2
BEL 48-0178,KI,82,406,51,134,0,1
SEA 46-1970,KI,102,250,58,161,0,1
BEL 41-2621,KI,151,528,100,251,0,0
SEA 43-1975,KI,37,439,25,63,0,1
SET 33-3104,KI,147,542,97,247,0,3
SET 33-3107,KI,171,680,108,281,0,2
SET 33-3100,KI,205,847,81,291,0,5
SET 33-3101,KI,147,366,77,228,0,4
SET 33-3102,KI,178,670,109,293,0,6
KIR 48-2598,KI,187,548,137,327,0,3
SEA 36-1769,KI,92,234,59,151,0,0
SHL 32-1228,KI,124,366,71,195,0,0
SNQ 05-3512,KI,269,823,197,472,0,6
SAM 45-3505,KI,211,573,118,329,0,0
SNQ 05-3511,KI,260,860,214,477,0,3
SNQ 05-3514,KI,207,648,148,358,0,3
SEA 36-2593,KI,95,289,78,174,0,1
SEA 37-1940,KI,163,536,104,268,0,1
SEA 43-2034,KI,147,424,102,253,0,4
BEL 41-2714,KI,229,711,141,372,0,2
SHL 32-3363,KI,94,373,70,164,0,0
KEN 33-3362,KI,106,365,67,174,0,1
BEL 41-2719,KI,197,520,92,289,0,0
SEA 46-1400,KI,124,425,95,221,0,2
SEA 46-1401,KI,182,686,125,311,0,4
SEA 32-3568,KI,257,849,120,383,1,5
SEA 46-1404,KI,137,441,76,217,0,4
SEA 36-2518,KI,126,425,117,246,0,3
SEA 36-2512,KI,182,505,146,331,0,3
SEA 36-2513,KI,167,434,132,301,0,2
SEA 36-2510,KI,140,352,80,221,0,1
SEA 36-2511,KI,147,430,164,311,0,0
SNQ 05-3633,KI,96,404,69,166,0,1
SEA 36-2517,KI,206,613,173,382,0,3
SEA 36-2514,KI,110,298,83,193,0,0
SEA 36-2515,KI,129,361,104,233,0,0
SEA 37-1619,KI,147,449,105,256,0,4
SEA 37-1618,KI,117,389,70,188,0,1
SEA 37-1613,KI,114,292,85,200,0,1
SEA 37-1612,KI,115,288,74,191,0,2
SEA 37-1611,KI,115,289,76,191,0,0
SEA 37-1610,KI,132,331,71,206,0,3
SEA 37-1617,KI,123,323,74,201,0,4
KLAHANIE,KI,131,468,130,264,0,3
SEA 37-1615,KI,122,343,80,205,0,3
SEA 37-1614,KI,94,260,61,155,0,0
SEA 36-1732,KI,170,449,107,278,0,1
SEA 36-1731,KI,137,404,93,230,0,0
SEA 36-1730,KI,113,385,108,222,0,1
SEA 36-1737,KI,117,416,74,193,0,2
SEA 36-1736,KI,124,341,82,209,0,3
SEA 36-1735,KI,94,252,66,160,0,0
SEA 36-1734,KI,171,497,114,286,0,1
SEA 36-1739,KI,127,309,77,207,0,3
SEA 36-1738,KI,100,295,90,190,0,0
KEN 05-3462,KI,0,0,0,0,0,0
SEA 37-1576,KI,139,435,45,186,0,2
SEA 37-1574,KI,111,417,64,179,0,4
SEA 37-1575,KI,77,377,46,124,0,1
SEA 37-1572,KI,109,307,67,180,0,4
SEA 37-1570,KI,180,659,121,304,0,3
SEA 37-1571,KI,155,432,91,250,0,4
SEA 37-1578,KI,97,413,72,172,0,3
SEA 37-1579,KI,64,247,41,108,0,3
BITTERROOT,KI,146,483,109,262,0,7
SEA 43-1818,KI,118,295,77,196,0,1
SEA 43-1819,KI,169,457,132,303,0,2
SEA 43-1817,KI,86,264,48,134,0,0
SEA 43-2059,KI,153,424,99,252,0,0
BUR 34-0344,KI,169,420,130,301,0,2
NEW 41-0878,KI,210,630,118,328,0,0
KIR 01-2457,KI,231,709,141,376,0,4
KIR 48-3401,KI,216,632,124,342,0,2
ROYAL,KI,92,320,71,163,0,0
PAC 30-2856,KI,157,686,70,230,0,3
BUR 34-0699,KI,295,823,192,489,0,2
HORSESHOE,KI,153,490,131,289,0,5
RED 45-2638,KI,152,442,79,235,0,4
SHL 32-0898,KI,94,295,80,177,0,3
BURTON,KI,91,241,72,163,0,0
SHL 32-0895,KI,129,484,86,218,0,3
SEA 43-1343,KI,117,355,96,215,0,2
KIR 48-0628,KI,223,664,130,356,0,3
KIR 48-0629,KI,230,587,114,344,0,0
M-I 41-2465,KI,115,330,91,208,0,2
ELECTIONS OFFICE,KI,1,9,0,1,0,0
SAM 41-2491,KI,235,707,127,367,0,5
SEA 36-1298,KI,132,337,113,246,0,1
TUK 11-2453,KI,108,510,71,180,0,1
M-V 05-3536,KI,149,572,124,275,0,2
EXCALIBUR,KI,147,403,77,226,0,2
KIR 48-2920,KI,101,381,87,189,0,1
TUK 11-1164,KI,190,660,117,312,1,4
SET 33-3074,KI,157,456,102,260,0,1
TUK 11-1166,KI,97,443,63,165,0,5
TUK 11-1167,KI,1,6,3,4,0,0
SEA 43-2549,KI,208,718,127,339,0,4
BEL 41-0175,KI,266,815,144,415,0,5
BEL 41-0176,KI,184,593,107,292,0,1
SEA 37-1590,KI,133,294,95,228,0,0
BEL 41-0179,KI,101,338,47,148,0,0
BEL 41-3371,KI,186,677,106,296,0,4
BEL 41-3370,KI,231,812,140,377,0,6
SEA 37-1594,KI,183,761,155,343,0,5
SEA 37-1596,KI,157,497,102,260,0,1
SEA 43-2542,KI,98,275,47,146,0,1
NPK 33-0857,KI,283,684,193,483,0,7
NPK 33-0854,KI,162,436,136,302,0,4
NPK 33-0855,KI,119,390,111,231,0,1
NPK 33-0852,KI,167,442,126,296,0,3
NPK 33-0853,KI,133,338,109,243,0,1
NPK 33-0851,KI,177,525,156,338,0,5
AUB 47-2551,KI,233,824,96,332,0,3
ELSOM,KI,198,586,153,353,0,2
SEA 46-2366,KI,139,451,98,241,0,4
BUR 33-0476,KI,216,764,155,378,0,7
CONNAUGHT,KI,202,615,130,337,0,5
AUB 47-3538,KI,213,719,149,366,0,4
AUB 47-3539,KI,144,436,99,245,0,2
GLASGOW,KI,150,601,103,255,0,2
ALPINE,KI,164,564,159,324,0,1
SAM 41-0909,KI,268,831,173,445,0,4
DES 33-2637,KI,142,499,78,221,0,1
CEDAR RIVER,KI,139,481,115,259,0,5
RNT 11-3162,KI,67,209,34,106,0,5
SEA 34-1410,KI,79,240,75,156,0,2
SEA 34-1411,KI,112,307,84,197,0,1
COALFIELD,KI,226,713,163,396,0,7
SEA 34-1413,KI,187,533,128,319,0,4
SEA 34-1414,KI,73,239,88,165,0,4
SEA 34-1415,KI,158,406,87,247,0,2
SEA 34-1416,KI,133,394,100,235,0,2
KEN 47-3300,KI,146,527,103,254,0,5
SEA 34-1418,KI,103,299,88,196,0,5
SEA 34-1419,KI,243,694,170,418,0,5
SEA 43-2052,KI,91,445,51,143,0,1
SAM 45-0536,KI,243,758,197,444,0,4
FALL CITY,KI,147,520,122,275,0,6
WOD 45-0926,KI,238,859,129,370,0,3
BRONSON,KI,278,785,217,499,0,4
BEL 41-1026,KI,216,652,103,323,0,4
SEA 46-1980,KI,129,381,126,257,0,2
FAIRMONT GLEN,KI,162,497,108,277,0,7
RNT 11-3555,KI,126,477,87,219,0,6
WALLACE,KI,118,454,76,194,0,0
SWAN LAKE,KI,206,684,171,378,0,1
KIR 45-2931,KI,122,409,64,191,0,5
KIR 45-2933,KI,109,350,58,167,0,0
KIR 45-2932,KI,178,472,83,266,0,5
MUCKLESHOOT,KI,38,395,16,54,0,0
RED 48-3415,KI,98,327,61,160,0,1
SEA 43-2109,KI,125,478,82,212,0,5
BEL 41-2945,KI,192,548,101,296,0,3
BEL 41-2943,KI,284,828,148,434,0,2
SEA 37-1884,KI,224,643,157,385,0,4
SHL 32-0368,KI,107,309,69,178,0,2
SEA 46-2379,KI,172,542,157,332,0,3
SEA 46-2378,KI,129,322,83,212,0,0
BEL 48-0223,KI,170,435,115,286,0,1
BEL 48-0221,KI,192,617,106,304,0,6
BEL 48-0227,KI,196,662,127,326,0,3
BEL 48-0226,KI,112,315,71,187,0,4
BEL 48-0225,KI,161,464,103,264,0,0
BEL 48-0224,KI,224,636,133,358,0,1
BUR 34-1064,KI,208,589,144,358,0,6
KEN 47-2568,KI,260,866,140,403,0,3
SEA 11-1597,KI,264,909,143,410,0,3
DES 33-2416,KI,157,484,83,242,0,2
SEA 36-1773,KI,171,644,112,285,0,2
KMR 46-1171,KI,183,588,96,281,0,2
BOT 01-1224,KI,266,748,143,414,0,5
MCCOY,KI,166,646,197,368,0,5
BEL 48-0160,KI,75,268,51,130,0,4
BEL 48-0162,KI,89,252,47,139,0,3
BEL 48-0163,KI,113,365,84,198,0,1
BEL 48-0164,KI,107,299,55,163,0,1
BEL 48-0165,KI,151,384,98,250,0,1
BEL 48-0166,KI,137,380,75,212,0,0
BEL 41-2386,KI,109,279,60,169,0,0
BEL 48-0168,KI,94,255,39,134,0,1
BEL 48-0169,KI,121,361,72,195,0,2
BRITTANY,KI,189,592,127,321,0,5
KEN 33-3553,KI,134,557,59,194,0,1
SEA 46-2363,KI,128,380,84,213,0,1
AUB 47-3455,KI,131,439,97,229,0,1
SHL 32-1236,KI,98,268,49,148,0,1
BEL 41-2428,KI,217,739,133,351,0,1
BOT 01-0261,KI,219,634,156,378,0,3
SEA 46-2367,KI,138,449,90,229,0,1
SEA 46-2364,KI,114,355,70,185,0,1
SNQ 05-3560,KI,160,502,98,263,0,5
BEL 41-2812,KI,111,350,68,180,0,1
KMR 46-0572,KI,234,629,119,356,0,3
KMR 46-0573,KI,244,726,113,361,0,4
LFP 46-3380,KI,219,579,147,368,0,2
DES 33-0016,KI,108,281,71,180,0,1
EASTWOOD,KI,172,487,106,281,0,3
GREEN VALLEY,KI,114,370,108,223,0,1
ISS 05-0543,KI,190,622,120,314,0,4
SEA 37-1609,KI,126,414,115,242,0,1
ISS 05-0547,KI,103,327,87,191,0,1
ISS 05-0546,KI,76,220,43,121,0,2
ISS 05-0545,KI,106,316,62,172,0,4
ISS 05-0544,KI,187,647,103,295,0,5
