Row Label,County,Linda Lau,Registered Voters,Times Blank Voted,Times Counted,Times Over Voted,Write-in
SEA 34-1510,KI,121,392,105,228,0,2
SEA 34-1513,KI,168,663,140,312,0,4
SEA 34-1512,KI,71,269,76,149,0,2
SEA 34-1519,KI,84,327,105,192,0,3
SEA 34-1518,KI,81,260,75,156,0,0
RNT 11-0354,KI,146,491,81,227,0,0
SET 33-3618,KI,82,325,37,125,0,6
ISS 05-3572,KI,179,855,148,331,0,4
SHL 32-3556,KI,144,436,91,239,0,4
GRIFFITH,KI,176,576,111,288,0,1
M-I 41-0796,KI,159,561,106,268,0,3
M-I 41-0797,KI,121,373,78,199,0,0
M-I 41-0794,KI,143,399,113,257,0,1
M-I 41-0795,KI,183,508,134,319,0,2
M-I 41-0792,KI,92,297,93,186,0,1
M-I 41-0793,KI,177,596,189,366,0,0
KEN 47-3136,KI,70,293,44,119,0,5
M-I 41-0791,KI,103,259,53,156,0,0
SAM 45-3213,KI,170,558,122,295,0,3
SAM 45-3216,KI,232,710,124,362,0,6
SAM 45-3217,KI,246,641,177,424,0,1
SHL 32-0024,KI,163,449,101,269,0,5
THRUSH,KI,80,275,64,144,0,0
KEN 47-3352,KI,0,0,0,0,0,0
M-I 41-0778,KI,105,320,109,215,0,1
M-I 41-0779,KI,157,497,174,331,0,0
SHL 32-0510,KI,201,645,166,371,0,4
M-I 41-0770,KI,88,277,85,173,0,0
M-I 41-0771,KI,76,258,72,149,0,1
M-I 41-0773,KI,91,315,87,180,0,2
M-I 41-0774,KI,158,453,130,288,0,0
M-I 41-0775,KI,150,491,162,313,0,1
M-I 41-0776,KI,109,331,100,213,0,4
M-I 41-0777,KI,152,492,139,291,0,0
SHL 32-0277,KI,80,241,52,132,0,0
SEA 37-3416,KI,80,502,45,134,0,9
RNT 33-3535,KI,185,697,94,282,0,3
SEA 37-3639,KI,109,303,82,191,0,0
SEA 43-1277,KI,152,541,125,282,0,5
SEA 37-3636,KI,179,786,114,296,0,3
SEA 43-1275,KI,106,275,92,200,0,2
SAM 45-2965,KI,182,586,140,324,0,2
SEA 43-1272,KI,144,437,139,285,0,2
SAM 45-2961,KI,179,531,139,318,0,0
SAM 45-2963,KI,243,774,197,448,0,8
FED 30-3018,KI,92,327,62,155,0,1
FED 30-3019,KI,123,427,104,231,0,4
FED 30-3017,KI,259,715,197,458,0,2
FED 30-3014,KI,152,461,123,277,0,2
FED 30-3015,KI,134,398,107,241,0,0
FED 30-3012,KI,110,301,84,194,0,0
FED 30-3013,KI,77,266,46,124,0,1
FED 30-3010,KI,113,335,80,197,0,4
FED 30-3011,KI,83,343,55,138,0,0
RNT 37-0965,KI,225,708,118,346,0,3
ISS 41-1208,KI,206,649,162,369,0,1
SIERRA,KI,206,690,163,373,0,4
SEA 46-1978,KI,176,501,152,328,0,0
SHL 32-0274,KI,107,288,78,186,0,1
KEN 47-0482,KI,179,671,119,301,1,2
SEA 43-2028,KI,156,423,124,280,0,0
SEA 43-2029,KI,268,706,219,488,0,1
SEA 43-2026,KI,129,356,109,239,0,1
SEA 43-2027,KI,86,292,115,202,0,1
SEA 43-2024,KI,99,336,102,201,0,0
SEA 43-2025,KI,182,556,175,360,0,3
SEA 43-2023,KI,102,388,119,224,0,3
SEA 43-2020,KI,124,374,125,249,0,0
SEA 43-2021,KI,279,797,221,506,0,6
BEL 48-0198,KI,227,846,148,375,0,0
BEL 48-0191,KI,71,300,75,146,0,0
BEL 48-0190,KI,99,443,92,192,0,1
BEL 48-0193,KI,117,407,87,205,0,1
BEL 48-0192,KI,108,364,99,207,0,0
CAMAS,KI,217,719,215,442,0,10
BEL 48-0194,KI,98,287,61,159,0,0
BEL 48-0196,KI,107,302,67,174,0,0
FED 30-3305,KI,65,402,36,102,0,1
FAIRWOOD,KI,96,267,80,176,0,0
RATTLESNAKE,KI,154,605,171,333,0,8
SHL 32-1080,KI,80,258,54,134,0,0
B-D 05-3310,KI,148,492,125,273,0,0
SEA 43-2110,KI,99,452,86,186,0,1
KEN 33-2699,KI,111,401,81,198,0,6
SEA 43-2115,KI,74,527,58,134,0,2
SHL 32-0378,KI,90,305,58,150,0,2
RED 48-0938,KI,59,288,45,106,0,2
KIR 45-2560,KI,183,705,124,308,0,1
SEA 46-1964,KI,144,499,103,247,0,0
FOUR LAKES,KI,193,733,208,403,0,2
SEA 43-2239,KI,181,566,207,389,0,1
SAM 45-2791,KI,224,637,186,411,0,1
SEA 43-2237,KI,188,568,161,352,0,3
SEA 34-2501,KI,127,381,114,244,0,3
SEA 36-2532,KI,134,416,134,273,0,5
SEA 36-2533,KI,129,431,133,267,0,5
SEA 36-2534,KI,161,547,151,315,0,3
PATTERSON,KI,261,861,241,505,0,3
SEA 36-2536,KI,158,567,168,329,0,3
SHEFFIELD,KI,154,447,132,288,0,2
KILLARNEY,KI,146,466,114,264,0,4
RNT 11-1012,KI,141,589,97,242,0,4
M-I 41-2445,KI,146,496,145,292,0,1
SET 33-3057,KI,140,607,125,267,0,2
M-V 05-3373,KI,184,662,168,360,0,8
RNT 11-2854,KI,140,583,83,225,0,2
SEA 37-1558,KI,141,702,132,273,0,0
SEA 37-1559,KI,75,338,30,108,0,3
KIR 48-2863,KI,125,417,107,233,0,1
COV 47-0313,KI,142,428,98,241,0,1
SEA 37-1555,KI,113,410,76,190,0,1
LANGSTON,KI,156,587,95,254,0,3
BOT 01-3321,KI,167,430,126,293,0,0
SEA 37-1553,KI,112,388,93,206,0,1
DES 33-2674,KI,146,552,102,250,0,2
SEA 37-1824,KI,127,394,116,246,0,3
KIR 48-3196,KI,122,428,111,233,0,0
SEA 37-1827,KI,184,558,84,270,0,2
SEA 37-1823,KI,30,209,13,44,0,1
SEA 43-1835,KI,265,688,147,417,0,5
KEN 47-3652,KI,147,463,71,219,0,1
RIVERBEND,KI,185,762,156,345,0,4
DES 33-2671,KI,310,834,177,488,0,1
AUB 47-3260,KI,299,886,184,485,0,2
DES 33-2673,KI,105,366,62,167,0,0
M-I 41-0786,KI,96,255,69,166,0,1
KIR 48-2919,KI,114,412,91,207,0,2
BEL 41-0518,KI,104,266,68,172,0,0
KMR 46-2765,KI,217,715,144,363,0,2
KMR 46-2764,KI,84,269,71,155,0,0
M-I 41-0788,KI,135,372,99,234,0,0
KIR 48-2913,KI,213,700,119,337,0,5
KIR 48-2914,KI,233,723,162,399,0,4
MOUNT CLARE,KI,210,571,137,348,0,1
SAM 45-2575,KI,301,770,191,496,0,4
SEA 46-1962,KI,97,295,111,208,0,0
SEA 37-1950,KI,43,187,23,67,0,1
JUTLAND,KI,21,85,19,40,0,0
KIR 48-0642,KI,133,430,120,253,0,0
KIR 48-0643,KI,81,314,58,141,0,2
KIR 48-0641,KI,122,370,97,221,0,2
KIR 48-0646,KI,163,511,142,305,0,0
SAM 41-2942,KI,193,726,192,385,0,0
KIR 48-0644,KI,219,716,171,393,0,3
KIR 48-0645,KI,66,230,61,127,0,0
SEA 37-1903,KI,106,312,112,218,0,0
M-V 05-2841,KI,109,385,79,188,0,0
N-B 05-2683,KI,201,706,140,351,0,10
PROVAN,KI,177,551,160,340,0,3
TWIN PEAKS,KI,187,700,209,401,0,5
BEL 48-1023,KI,101,322,101,206,0,4
SAM 41-0816,KI,196,687,186,385,0,3
SHL 32-0462,KI,112,421,91,207,0,4
RNT 11-0964,KI,137,557,123,260,0,0
RNT 11-0962,KI,86,309,39,127,0,2
SEA 34-1529,KI,67,266,64,132,0,1
KIR 01-2678,KI,225,695,148,375,0,2
SEA 46-2128,KI,135,542,108,247,0,4
B-D 05-0240,KI,108,419,94,207,0,5
KIR 48-0614,KI,224,751,160,384,0,0
SEA 43-2048,KI,103,376,108,214,0,3
KIR 01-2923,KI,166,642,141,311,0,4
SEA 43-2049,KI,92,453,112,208,0,4
AUB 47-3518,KI,164,640,145,309,0,0
DARWOOD,KI,148,472,132,285,0,5
SEA 36-1757,KI,73,262,93,166,0,0
SEA 43-1874,KI,191,608,150,343,0,2
SEA 36-1759,KI,66,274,102,169,0,1
NEW 41-3578,KI,92,396,61,156,0,3
BUR 34-1104,KI,105,325,80,186,0,1
SEA 46-2286,KI,155,437,123,279,0,1
SEA 46-2280,KI,183,645,210,396,0,3
HOLLYMORE,KI,187,525,146,337,0,4
SEA 46-2282,KI,230,653,197,429,0,2
SHL 32-0267,KI,178,607,119,299,0,2
SEA 46-2289,KI,83,338,119,203,0,1
LFP 46-1186,KI,139,436,111,250,0,0
DENVER,KI,147,588,80,229,0,2
PEGGY,KI,209,775,177,390,0,4
SEA 34-1508,KI,95,295,87,182,0,0
SEA 34-1509,KI,86,281,90,177,0,1
GLENDALE,KI,168,764,118,289,0,3
SEA 34-1500,KI,165,584,162,328,0,1
SEA 34-1501,KI,134,369,112,248,0,2
SEA 34-1506,KI,104,299,78,183,0,1
SEA 34-1507,KI,108,357,120,230,0,2
SEA 34-1504,KI,146,418,120,267,0,1
SEA 46-2304,KI,128,369,105,233,0,0
WANDA,KI,113,417,90,205,0,2
TIGER MTN,KI,230,742,214,447,0,3
SEA 46-2305,KI,120,364,132,253,0,1
SEA 46-2307,KI,117,313,98,215,0,0
LFP 46-1237,KI,166,419,108,275,0,1
KIR 45-2917,KI,134,603,115,254,0,5
KIR 45-2916,KI,96,321,78,175,0,1
BUR 34-1032,KI,151,511,110,263,0,2
KEN 47-2985,KI,137,571,58,198,0,3
KIR 45-2912,KI,116,419,48,165,0,1
KIR 45-2911,KI,69,309,69,139,0,1
KIR 45-2910,KI,136,421,109,248,0,3
SEA 46-2359,KI,110,341,92,203,0,1
SEA 46-2358,KI,284,846,206,494,0,4
SEA 46-2302,KI,132,408,133,265,0,0
SEA 37-2686,KI,188,604,99,291,0,4
COUNTRYSIDE,KI,171,667,109,280,0,0
SEA 46-2352,KI,91,338,87,181,0,3
SEA 46-2351,KI,102,314,98,200,0,0
SEA 37-3159,KI,222,845,158,383,0,3
SEA 46-2357,KI,147,472,161,309,0,1
SEA 46-2355,KI,113,354,109,224,0,2
FAIRWEATHER,KI,92,269,71,164,0,1
SAM 41-3384,KI,212,764,178,391,0,1
SAM 41-3385,KI,178,616,148,328,0,2
KIR 45-3198,KI,105,492,74,182,0,3
KIR 45-3199,KI,133,416,107,241,0,1
CROW,KI,90,389,104,197,0,3
KEN 33-3378,KI,206,725,125,333,0,2
SEALTH,KI,124,378,105,229,0,0
BOT 01-1207,KI,155,553,127,282,0,0
BEL 48-0188,KI,126,472,116,244,0,2
BEL 48-0189,KI,118,523,113,232,0,1
BEL 48-0186,KI,75,277,86,165,0,4
RING HILL,KI,262,757,221,488,0,5
FED 30-3372,KI,140,450,86,227,0,1
SHL 32-2552,KI,146,444,97,247,0,4
SEA 43-1365,KI,126,459,136,262,0,0
SEA 34-1448,KI,95,270,80,181,0,6
GREEN RIVER,KI,134,482,125,261,0,2
COV 47-0279,KI,222,832,143,369,0,4
EVERGREEN,KI,166,716,94,261,0,1
N-B 05-0859,KI,157,487,133,291,0,1
N-B 05-0858,KI,101,469,118,222,0,3
SEA 34-1442,KI,104,380,103,207,0,0
SAM 41-1130,KI,158,651,125,283,0,0
KEN 47-0842,KI,213,796,154,368,0,1
KIR 45-3200,KI,126,455,83,209,0,0
BOT 01-0868,KI,173,650,119,292,0,0
HUSKY,KI,175,650,163,340,0,2
SNQ 05-3645,KI,0,0,0,0,0,0
SEA 36-2505,KI,117,324,110,228,0,1
SEA 36-2504,KI,101,303,111,213,0,1
SEA 36-2507,KI,82,283,92,180,0,6
SEA 36-2506,KI,97,311,103,202,0,2
SEA 36-2503,KI,98,305,98,196,0,0
SEA 36-2502,KI,152,378,132,284,0,0
SEA 36-2509,KI,124,403,134,260,0,2
SEA 36-2508,KI,143,427,148,293,0,2
QUAIL,KI,70,235,59,131,0,2
KEN 47-0601,KI,218,733,71,291,0,2
KEN 47-0600,KI,30,131,16,46,0,0
COV 47-3517,KI,89,263,79,168,0,0
SHL 32-1140,KI,76,240,54,130,0,0
RNT 11-2844,KI,216,845,135,354,0,3
RNT 11-2845,KI,153,548,67,221,0,1
SEA 36-3586,KI,222,801,183,407,0,2
KEN 47-0026,KI,123,357,45,169,0,1
SEA 37-1563,KI,74,323,37,111,0,0
SEA 37-1565,KI,97,331,74,172,0,1
SEA 37-1564,KI,132,396,93,227,0,2
ANGEL CITY,KI,182,745,115,299,0,2
SEA 37-1566,KI,98,327,76,176,0,2
SEA 37-1568,KI,106,434,73,179,0,0
SEA 43-2083,KI,106,422,109,215,0,0
KEN 47-0028,KI,150,533,121,275,0,4
KMR 46-3148,KI,173,671,140,320,0,7
SEA 46-2619,KI,152,539,126,279,0,1
SEA 46-2500,KI,112,360,92,209,0,5
MCKINLEY,KI,65,351,47,118,0,6
WOODSIDE,KI,142,580,113,259,0,4
BUR 34-0377,KI,176,607,113,293,0,4
AUB 47-3187,KI,100,432,101,201,0,0
KMR 46-0820,KI,126,365,85,212,0,1
KMR 46-2771,KI,244,699,164,412,0,4
DES 33-1146,KI,168,591,124,299,0,7
LFP 46-0309,KI,219,582,165,386,0,2
KIR 48-2921,KI,128,418,102,231,0,1
KIR 48-3439,KI,171,531,149,324,0,4
KIR 48-2922,KI,107,504,134,242,0,1
KEN 11-0918,KI,171,605,84,257,0,2
CUMBERLAND,KI,108,345,82,195,0,5
VEAZIE,KI,184,619,168,356,0,4
LFP 46-0003,KI,150,477,123,273,0,0
KIR 48-0639,KI,122,387,95,218,0,1
KIR 48-0638,KI,127,551,153,281,0,1
KIR 48-0636,KI,139,449,109,248,0,0
KIR 48-0633,KI,168,468,117,285,0,0
BOT 01-0262,KI,208,779,150,367,0,9
BOT 01-0260,KI,279,769,202,482,0,1
AUB 47-3324,KI,228,577,130,360,0,2
SEA 36-2117,KI,121,336,100,223,0,2
SEA 46-1310,KI,128,397,96,229,0,5
KIR 01-0421,KI,254,724,211,468,0,3
KIR 01-0422,KI,167,612,139,309,0,3
RNT 11-0978,KI,136,506,85,223,0,2
RNT 11-0979,KI,64,284,36,100,0,0
RNT 11-0975,KI,202,861,133,339,0,4
RNT 11-0970,KI,59,246,49,108,0,0
RNT 11-0971,KI,153,579,137,291,0,1
RNT 11-0973,KI,154,542,90,245,0,1
SEA 37-1589,KI,111,290,102,217,0,4
SEA 37-1588,KI,80,244,79,159,0,0
SEA 43-1291,KI,230,684,253,487,0,4
SEA 37-1583,KI,233,700,144,382,0,5
SEA 37-1582,KI,173,715,114,291,0,4
SEA 37-1580,KI,99,333,59,160,0,2
SEA 37-1587,KI,98,311,96,195,0,1
SEA 37-1586,KI,127,373,119,251,0,5
SEA 36-3566,KI,171,579,135,307,0,1
SEA 37-1584,KI,108,332,96,210,0,6
SEA 43-2040,KI,105,476,109,214,0,0
NPK 33-0849,KI,151,380,101,254,0,2
TWO RIVERS,KI,236,779,224,465,0,5
FED 30-3004,KI,120,442,64,188,0,4
MEANDER,KI,187,581,152,340,0,1
SPIDER LAKE,KI,227,755,157,387,0,3
ISS 05-3559,KI,320,907,209,529,0,0
ISS 05-3552,KI,158,742,144,308,0,6
MARYMOOR,KI,0,0,0,0,0,0
HILL,KI,169,493,143,312,0,0
RUSS,KI,5,24,5,11,0,1
RED 48-2642,KI,76,263,41,117,0,0
RED 48-2641,KI,233,645,163,396,0,0
RED 48-2640,KI,122,356,86,208,0,0
SEA 46-2292,KI,147,505,141,288,0,0
SEA 46-2293,KI,132,441,159,292,0,1
SEA 34-1409,KI,128,422,141,270,0,1
SEA 34-1408,KI,259,708,218,481,0,4
SEA 46-2296,KI,126,391,106,237,0,5
SEA 46-2297,KI,88,283,78,169,0,3
BUR 34-1136,KI,77,218,59,137,0,1
SEA 43-1333,KI,111,340,116,229,0,2
SEA 43-1332,KI,122,385,143,267,0,2
SEA 43-1331,KI,116,366,106,224,0,2
SEA 43-1330,KI,134,404,99,238,0,5
M-I 41-0756,KI,227,738,172,402,0,3
M-I 41-0757,KI,124,403,106,231,0,1
SEA 43-1335,KI,192,637,183,377,0,2
LUND,KI,208,740,198,409,0,3
KMR 46-0036,KI,231,649,150,383,0,2
M-I 41-0758,KI,107,284,67,175,0,1
M-I 41-0759,KI,114,379,95,211,0,2
SHAMROCK,KI,189,693,135,332,0,8
SEA 36-3587,KI,141,590,128,273,0,4
N-B 05-3407,KI,201,628,180,381,0,0
WOD 45-2680,KI,225,627,157,384,0,2
WABASH,KI,99,320,89,189,0,1
SEA 43-3424,KI,121,407,98,219,0,0
BEL 41-0011,KI,53,346,64,117,0,0
BEL 41-0017,KI,152,594,115,270,0,3
RED 48-2467,KI,119,398,96,215,0,0
RED 48-2466,KI,250,749,204,460,0,6
SEA 37-1567,KI,102,332,53,156,0,1
STEED,KI,291,759,207,501,0,3
SEA 37-3617,KI,123,553,110,235,0,2
SEA 43-3571,KI,98,464,57,156,0,1
CAMPBELL HILL,KI,159,642,88,250,0,3
SEA 34-1258,KI,127,341,96,225,0,2
SEA 34-1259,KI,115,328,89,205,0,1
BEL 41-2936,KI,157,485,106,264,0,1
BEL 41-2935,KI,140,526,123,264,0,1
SEA 46-2348,KI,72,274,89,161,0,0
SEA 46-2349,KI,113,382,106,220,0,1
SEA 46-2340,KI,165,680,213,381,0,3
SEA 46-2341,KI,172,569,176,349,0,1
SEA 46-2342,KI,105,406,80,187,0,2
SEA 46-2343,KI,105,341,88,194,0,1
SEA 46-2344,KI,204,760,124,329,0,1
BEL 41-2447,KI,164,527,137,303,0,2
SEA 46-2346,KI,105,364,86,193,0,2
SEA 46-2347,KI,146,519,133,281,0,2
TRILLIUM,KI,261,799,214,476,0,1
LORA,KI,159,607,181,343,0,3
ALG 30-3141,KI,147,523,73,222,0,2
KEN 47-1076,KI,187,668,113,301,0,1
COV 47-1203,KI,245,885,173,421,0,3
KEN 33-2567,KI,114,369,73,187,0,0
KEN 33-2569,KI,244,856,144,390,0,2
KMR 46-1147,KI,195,764,173,368,0,0
VASHON,KI,103,390,111,215,0,1
ENM 31-3492,KI,86,333,76,164,0,2
BEL 48-0171,KI,131,396,101,234,0,2
BEL 48-0170,KI,70,225,54,128,0,4
BEL 48-0177,KI,150,408,85,236,0,1
BEL 48-0178,KI,78,406,56,134,0,0
SEA 46-1970,KI,87,250,74,161,0,0
BEL 41-2621,KI,139,528,111,251,0,1
SEA 43-1975,KI,35,439,27,63,0,1
SET 33-3104,KI,144,542,102,247,0,1
SET 33-3107,KI,161,680,117,281,0,3
SET 33-3100,KI,199,847,89,291,0,3
SET 33-3101,KI,146,366,79,228,0,3
SET 33-3102,KI,179,670,111,293,0,3
KIR 48-2598,KI,185,548,140,327,0,2
SEA 36-1769,KI,84,234,67,151,0,0
SHL 32-1228,KI,120,366,75,195,0,0
SNQ 05-3512,KI,248,823,217,472,0,7
SAM 45-3505,KI,195,573,134,329,0,0
SNQ 05-3511,KI,242,860,232,477,0,3
SNQ 05-3514,KI,196,648,158,358,0,4
SEA 36-2593,KI,90,289,84,174,0,0
SEA 37-1940,KI,139,536,126,268,0,3
SEA 43-2034,KI,130,424,121,253,0,2
BEL 41-2714,KI,210,711,159,372,0,3
SHL 32-3363,KI,83,373,81,164,0,0
KEN 33-3362,KI,105,365,69,174,0,0
BEL 41-2719,KI,177,520,112,289,0,0
SEA 46-1400,KI,109,425,110,221,0,2
SEA 46-1401,KI,170,686,137,311,0,4
SEA 32-3568,KI,247,849,130,383,1,5
SEA 46-1404,KI,116,441,99,217,0,2
SEA 36-2518,KI,114,425,129,246,0,3
SEA 36-2512,KI,153,505,176,331,0,2
SEA 36-2513,KI,147,434,152,301,0,2
SEA 36-2510,KI,133,352,87,221,0,1
SEA 36-2511,KI,134,430,177,311,0,0
SNQ 05-3633,KI,88,404,77,166,0,1
SEA 36-2517,KI,186,613,193,382,0,3
SEA 36-2514,KI,84,298,107,193,0,2
SEA 36-2515,KI,115,361,118,233,0,0
SEA 37-1619,KI,138,449,116,256,0,2
SEA 37-1618,KI,99,389,88,188,0,1
SEA 37-1613,KI,102,292,96,200,0,2
SEA 37-1612,KI,104,288,86,191,0,1
SEA 37-1611,KI,91,289,99,191,0,1
SEA 37-1610,KI,108,331,95,206,0,3
SEA 37-1617,KI,97,323,99,201,0,5
KLAHANIE,KI,127,468,134,264,0,3
SEA 37-1615,KI,114,343,88,205,0,3
SEA 37-1614,KI,73,260,82,155,0,0
SEA 36-1732,KI,143,449,134,278,0,1
SEA 36-1731,KI,119,404,111,230,0,0
SEA 36-1730,KI,94,385,125,222,0,3
SEA 36-1737,KI,108,416,83,193,0,2
SEA 36-1736,KI,108,341,100,209,0,1
SEA 36-1735,KI,84,252,76,160,0,0
SEA 36-1734,KI,160,497,126,286,0,0
SEA 36-1739,KI,112,309,93,207,0,2
SEA 36-1738,KI,94,295,96,190,0,0
KEN 05-3462,KI,0,0,0,0,0,0
SEA 37-1576,KI,134,435,50,186,0,2
SEA 37-1574,KI,110,417,66,179,0,3
SEA 37-1575,KI,75,377,48,124,0,1
SEA 37-1572,KI,103,307,74,180,0,3
SEA 37-1570,KI,169,659,134,304,0,1
SEA 37-1571,KI,145,432,101,250,0,4
SEA 37-1578,KI,96,413,73,172,0,3
SEA 37-1579,KI,59,247,45,108,0,4
BITTERROOT,KI,137,483,118,262,0,7
SEA 43-1818,KI,104,295,91,196,0,1
SEA 43-1819,KI,158,457,143,303,0,2
SEA 43-1817,KI,79,264,55,134,0,0
SEA 43-2059,KI,129,424,123,252,0,0
BUR 34-0344,KI,159,420,140,301,0,2
NEW 41-0878,KI,187,630,140,328,0,1
KIR 01-2457,KI,220,709,153,376,0,3
KIR 48-3401,KI,194,632,145,342,0,3
ROYAL,KI,86,320,76,163,0,1
PAC 30-2856,KI,148,686,79,230,0,3
BUR 34-0699,KI,279,823,206,489,0,4
HORSESHOE,KI,141,490,145,289,0,3
RED 45-2638,KI,150,442,82,235,0,3
SHL 32-0898,KI,89,295,88,177,0,0
BURTON,KI,85,241,78,163,0,0
SHL 32-0895,KI,125,484,93,218,0,0
SEA 43-1343,KI,93,355,121,215,0,1
KIR 48-0628,KI,209,664,145,356,0,2
KIR 48-0629,KI,217,587,127,344,0,0
M-I 41-2465,KI,92,330,114,208,0,2
ELECTIONS OFFICE,KI,1,9,0,1,0,0
SAM 41-2491,KI,217,707,146,367,0,4
SEA 36-1298,KI,115,337,130,246,0,1
TUK 11-2453,KI,104,510,75,180,0,1
M-V 05-3536,KI,142,572,132,275,0,1
EXCALIBUR,KI,141,403,82,226,0,3
KIR 48-2920,KI,104,381,84,189,0,1
TUK 11-1164,KI,180,660,130,312,0,2
SET 33-3074,KI,150,456,108,260,0,2
TUK 11-1166,KI,92,443,70,165,0,3
TUK 11-1167,KI,1,6,3,4,0,0
SEA 43-2549,KI,191,718,143,339,0,5
BEL 41-0175,KI,237,815,173,415,0,5
BEL 41-0176,KI,174,593,115,292,0,3
SEA 37-1590,KI,110,294,118,228,0,0
BEL 41-0179,KI,91,338,56,148,0,1
BEL 41-3371,KI,171,677,123,296,0,2
BEL 41-3370,KI,207,812,168,377,0,2
SEA 37-1594,KI,154,761,186,343,0,3
SEA 37-1596,KI,141,497,117,260,0,2
SEA 43-2542,KI,83,275,62,146,0,1
NPK 33-0857,KI,272,684,209,483,0,2
NPK 33-0854,KI,158,436,141,302,0,3
NPK 33-0855,KI,112,390,118,231,0,1
NPK 33-0852,KI,164,442,129,296,0,3
NPK 33-0853,KI,130,338,113,243,0,0
NPK 33-0851,KI,171,525,164,338,0,3
AUB 47-2551,KI,230,824,100,332,0,2
ELSOM,KI,185,586,165,353,0,3
SEA 46-2366,KI,117,451,119,241,0,5
BUR 33-0476,KI,201,764,171,378,0,6
CONNAUGHT,KI,191,615,141,337,0,5
AUB 47-3538,KI,209,719,154,366,0,3
AUB 47-3539,KI,137,436,106,245,0,2
GLASGOW,KI,147,601,105,255,0,3
ALPINE,KI,150,564,173,324,0,1
SAM 41-0909,KI,246,831,197,445,0,2
DES 33-2637,KI,140,499,80,221,0,1
CEDAR RIVER,KI,128,481,127,259,0,4
RNT 11-3162,KI,65,209,38,106,0,3
SEA 34-1410,KI,78,240,78,156,0,0
SEA 34-1411,KI,106,307,90,197,0,1
COALFIELD,KI,215,713,172,396,0,9
SEA 34-1413,KI,167,533,149,319,0,3
SEA 34-1414,KI,68,239,94,165,0,3
SEA 34-1415,KI,145,406,101,247,0,1
SEA 34-1416,KI,124,394,109,235,0,2
KEN 47-3300,KI,138,527,113,254,0,3
SEA 34-1418,KI,96,299,99,196,0,1
SEA 34-1419,KI,221,694,192,418,0,5
SEA 43-2052,KI,78,445,64,143,0,1
SAM 45-0536,KI,224,758,216,444,0,4
FALL CITY,KI,139,520,132,275,0,4
WOD 45-0926,KI,229,859,138,370,0,3
BRONSON,KI,257,785,240,499,0,2
BEL 41-1026,KI,202,652,120,323,0,1
SEA 46-1980,KI,108,381,149,257,0,0
FAIRMONT GLEN,KI,158,497,113,277,0,6
RNT 11-3555,KI,128,477,89,219,0,2
WALLACE,KI,114,454,80,194,0,0
SWAN LAKE,KI,200,684,175,378,0,3
KIR 45-2931,KI,120,409,66,191,0,5
KIR 45-2933,KI,95,350,72,167,0,0
KIR 45-2932,KI,168,472,95,266,0,3
MUCKLESHOOT,KI,32,395,22,54,0,0
RED 48-3415,KI,88,327,71,160,0,1
SEA 43-2109,KI,108,478,98,212,0,6
BEL 41-2945,KI,170,548,125,296,0,1
BEL 41-2943,KI,259,828,175,434,0,0
SEA 37-1884,KI,200,643,183,385,0,2
SHL 32-0368,KI,101,309,76,178,0,1
SEA 46-2379,KI,153,542,176,332,0,3
SEA 46-2378,KI,115,322,97,212,0,0
BEL 48-0223,KI,157,435,129,286,0,0
BEL 48-0221,KI,190,617,110,304,0,4
BEL 48-0227,KI,186,662,136,326,0,4
BEL 48-0226,KI,109,315,77,187,0,1
BEL 48-0225,KI,144,464,120,264,0,0
BEL 48-0224,KI,212,636,144,358,0,2
BUR 34-1064,KI,197,589,156,358,0,5
KEN 47-2568,KI,251,866,149,403,0,3
SEA 11-1597,KI,231,909,176,410,0,3
DES 33-2416,KI,155,484,85,242,0,2
SEA 36-1773,KI,144,644,138,285,0,3
KMR 46-1171,KI,174,588,105,281,0,2
BOT 01-1224,KI,248,748,161,414,0,5
MCCOY,KI,157,646,204,368,0,7
BEL 48-0160,KI,77,268,50,130,0,3
BEL 48-0162,KI,84,252,50,139,0,5
BEL 48-0163,KI,104,365,94,198,0,0
BEL 48-0164,KI,100,299,62,163,0,1
BEL 48-0165,KI,139,384,109,250,0,2
BEL 48-0166,KI,130,380,82,212,0,0
BEL 41-2386,KI,102,279,67,169,0,0
BEL 48-0168,KI,85,255,48,134,0,1
BEL 48-0169,KI,111,361,82,195,0,2
BRITTANY,KI,191,592,126,321,0,4
KEN 33-3553,KI,126,557,68,194,0,0
SEA 46-2363,KI,120,380,92,213,0,1
AUB 47-3455,KI,130,439,98,229,0,1
SHL 32-1236,KI,88,268,59,148,0,1
BEL 41-2428,KI,197,739,154,351,0,0
BOT 01-0261,KI,205,634,171,378,0,2
SEA 46-2367,KI,129,449,100,229,0,0
SEA 46-2364,KI,108,355,76,185,0,1
SNQ 05-3560,KI,148,502,110,263,0,5
BEL 41-2812,KI,100,350,79,180,0,1
KMR 46-0572,KI,206,629,146,356,0,4
KMR 46-0573,KI,230,726,127,361,0,4
LFP 46-3380,KI,212,579,155,368,0,1
DES 33-0016,KI,100,281,79,180,0,1
EASTWOOD,KI,159,487,119,281,0,3
GREEN VALLEY,KI,108,370,115,223,0,0
ISS 05-0543,KI,178,622,134,314,0,2
SEA 37-1609,KI,106,414,134,242,0,2
ISS 05-0547,KI,99,327,91,191,0,1
ISS 05-0546,KI,76,220,44,121,0,1
ISS 05-0545,KI,96,316,72,172,0,4
ISS 05-0544,KI,178,647,114,295,0,3
