"Race","CountyCode","Candidate","PrecinctName","PrecinctCode","Votes"
"CITY OF VANCOUVER COUNCIL - POSITION NO. 2","CR","Jeanne E. Stewart","681","681","86"
"CITY OF VANCOUVER COUNCIL - POSITION NO. 2","CR","Alishia Topper","681","681","36"
"CITY OF VANCOUVER COUNCIL - POSITION NO. 2","CR","Ty Stober","681","681","35"
"CITY OF VANCOUVER COUNCIL - POSITION NO. 2","CR","Jeanne E. Stewart","682","682","88"
"CITY OF VANCOUVER COUNCIL - POSITION NO. 2","CR","Alishia Topper","682","682","63"
"CITY OF VANCOUVER COUNCIL - POSITION NO. 2","CR","Ty Stober","682","682","68"
"CITY OF VANCOUVER COUNCIL - POSITION NO. 2","CR","Jeanne E. Stewart","683","683","91"
"CITY OF VANCOUVER COUNCIL - POSITION NO. 2","CR","Alishia Topper","683","683","69"
"CITY OF VANCOUVER COUNCIL - POSITION NO. 2","CR","Ty Stober","683","683","51"
"CITY OF VANCOUVER COUNCIL - POSITION NO. 2","CR","Jeanne E. Stewart","685","685","19"
"CITY OF VANCOUVER COUNCIL - POSITION NO. 2","CR","Alishia Topper","685","685","18"
"CITY OF VANCOUVER COUNCIL - POSITION NO. 2","CR","Ty Stober","685","685","9"
"CITY OF VANCOUVER COUNCIL - POSITION NO. 2","CR","Jeanne E. Stewart","686","686","82"
"CITY OF VANCOUVER COUNCIL - POSITION NO. 2","CR","Alishia Topper","686","686","54"
"CITY OF VANCOUVER COUNCIL - POSITION NO. 2","CR","Ty Stober","686","686","36"
"CITY OF VANCOUVER COUNCIL - POSITION NO. 2","CR","Jeanne E. Stewart","687","687","94"
"CITY OF VANCOUVER COUNCIL - POSITION NO. 2","CR","Alishia Topper","687","687","63"
"CITY OF VANCOUVER COUNCIL - POSITION NO. 2","CR","Ty Stober","687","687","49"
"CITY OF VANCOUVER COUNCIL - POSITION NO. 2","CR","Jeanne E. Stewart","688","688","67"
"CITY OF VANCOUVER COUNCIL - POSITION NO. 2","CR","Alishia Topper","688","688","48"
"CITY OF VANCOUVER COUNCIL - POSITION NO. 2","CR","Ty Stober","688","688","36"
"CITY OF VANCOUVER COUNCIL - POSITION NO. 2","CR","Jeanne E. Stewart","689","689","114"
"CITY OF VANCOUVER COUNCIL - POSITION NO. 2","CR","Alishia Topper","689","689","69"
"CITY OF VANCOUVER COUNCIL - POSITION NO. 2","CR","Ty Stober","689","689","44"
"CITY OF VANCOUVER COUNCIL - POSITION NO. 2","CR","Jeanne E. Stewart","690","690","91"
"CITY OF VANCOUVER COUNCIL - POSITION NO. 2","CR","Alishia Topper","690","690","76"
"CITY OF VANCOUVER COUNCIL - POSITION NO. 2","CR","Ty Stober","690","690","57"
"CITY OF VANCOUVER COUNCIL - POSITION NO. 2","CR","Jeanne E. Stewart","691","691","93"
"CITY OF VANCOUVER COUNCIL - POSITION NO. 2","CR","Alishia Topper","691","691","72"
"CITY OF VANCOUVER COUNCIL - POSITION NO. 2","CR","Ty Stober","691","691","58"
"CITY OF VANCOUVER COUNCIL - POSITION NO. 2","CR","Jeanne E. Stewart","692","692","123"
"CITY OF VANCOUVER COUNCIL - POSITION NO. 2","CR","Alishia Topper","692","692","63"
"CITY OF VANCOUVER COUNCIL - POSITION NO. 2","CR","Ty Stober","692","692","49"
"CITY OF VANCOUVER COUNCIL - POSITION NO. 2","CR","Jeanne E. Stewart","693","693","40"
"CITY OF VANCOUVER COUNCIL - POSITION NO. 2","CR","Alishia Topper","693","693","36"
"CITY OF VANCOUVER COUNCIL - POSITION NO. 2","CR","Ty Stober","693","693","27"
"CITY OF VANCOUVER COUNCIL - POSITION NO. 2","CR","Jeanne E. Stewart","694","694","43"
"CITY OF VANCOUVER COUNCIL - POSITION NO. 2","CR","Alishia Topper","694","694","28"
"CITY OF VANCOUVER COUNCIL - POSITION NO. 2","CR","Ty Stober","694","694","28"
"CITY OF VANCOUVER COUNCIL - POSITION NO. 2","CR","Jeanne E. Stewart","695","695","103"
"CITY OF VANCOUVER COUNCIL - POSITION NO. 2","CR","Alishia Topper","695","695","68"
"CITY OF VANCOUVER COUNCIL - POSITION NO. 2","CR","Ty Stober","695","695","66"
"CITY OF VANCOUVER COUNCIL - POSITION NO. 2","CR","Jeanne E. Stewart","696","696","111"
"CITY OF VANCOUVER COUNCIL - POSITION NO. 2","CR","Alishia Topper","696","696","123"
"CITY OF VANCOUVER COUNCIL - POSITION NO. 2","CR","Ty Stober","696","696","76"
"CITY OF VANCOUVER COUNCIL - POSITION NO. 2","CR","Jeanne E. Stewart","697","697","110"
"CITY OF VANCOUVER COUNCIL - POSITION NO. 2","CR","Alishia Topper","697","697","72"
"CITY OF VANCOUVER COUNCIL - POSITION NO. 2","CR","Ty Stober","697","697","94"
"CITY OF VANCOUVER COUNCIL - POSITION NO. 2","CR","Jeanne E. Stewart","710","710","31"
"CITY OF VANCOUVER COUNCIL - POSITION NO. 2","CR","Alishia Topper","710","710","28"
"CITY OF VANCOUVER COUNCIL - POSITION NO. 2","CR","Ty Stober","710","710","42"
"CITY OF VANCOUVER COUNCIL - POSITION NO. 3","CR","Galina Burley","Total","-1","3162"
"CITY OF VANCOUVER COUNCIL - POSITION NO. 3","CR","Anne McEnerny-Ogle","Total","-1","6175"
"CITY OF VANCOUVER COUNCIL - POSITION NO. 3","CR","Frank Decker","Total","-1","4276"
"CITY OF VANCOUVER COUNCIL - POSITION NO. 3","CR","Jeanne Harris","Total","-1","2728"
"CITY OF VANCOUVER COUNCIL - POSITION NO. 3","CR","Adam R. Fox","Total","-1","1042"
"CITY OF VANCOUVER COUNCIL - POSITION NO. 3","CR","Galina Burley","100","100","75"
"CITY OF VANCOUVER COUNCIL - POSITION NO. 3","CR","Anne McEnerny-Ogle","100","100","138"
"CITY OF VANCOUVER COUNCIL - POSITION NO. 3","CR","Frank Decker","100","100","46"
"CITY OF VANCOUVER COUNCIL - POSITION NO. 3","CR","Jeanne Harris","100","100","42"
"CITY OF VANCOUVER COUNCIL - POSITION NO. 3","CR","Adam R. Fox","100","100","19"
"CITY OF VANCOUVER COUNCIL - POSITION NO. 3","CR","Galina Burley","102","102","58"
"CITY OF VANCOUVER COUNCIL - POSITION NO. 3","CR","Anne McEnerny-Ogle","102","102","114"
"CITY OF VANCOUVER COUNCIL - POSITION NO. 3","CR","Frank Decker","102","102","42"
"CITY OF VANCOUVER COUNCIL - POSITION NO. 3","CR","Jeanne Harris","102","102","28"
"CITY OF VANCOUVER COUNCIL - POSITION NO. 3","CR","Adam R. Fox","102","102","13"
"CITY OF VANCOUVER COUNCIL - POSITION NO. 3","CR","Galina Burley","104","104","60"
"CITY OF VANCOUVER COUNCIL - POSITION NO. 3","CR","Anne McEnerny-Ogle","104","104","164"
"CITY OF VANCOUVER COUNCIL - POSITION NO. 3","CR","Frank Decker","104","104","59"
"CITY OF VANCOUVER COUNCIL - POSITION NO. 3","CR","Jeanne Harris","104","104","35"
"CITY OF VANCOUVER COUNCIL - POSITION NO. 3","CR","Adam R. Fox","104","104","9"
"CITY OF VANCOUVER COUNCIL - POSITION NO. 3","CR","Galina Burley","106","106","45"
"CITY OF VANCOUVER COUNCIL - POSITION NO. 3","CR","Anne McEnerny-Ogle","106","106","130"
"CITY OF VANCOUVER COUNCIL - POSITION NO. 3","CR","Frank Decker","106","106","42"
"CITY OF VANCOUVER COUNCIL - POSITION NO. 3","CR","Jeanne Harris","106","106","21"
"CITY OF VANCOUVER COUNCIL - POSITION NO. 3","CR","Adam R. Fox","106","106","16"
"CITY OF VANCOUVER COUNCIL - POSITION NO. 3","CR","Galina Burley","108","108","51"
"CITY OF VANCOUVER COUNCIL - POSITION NO. 3","CR","Anne McEnerny-Ogle","108","108","142"
"CITY OF VANCOUVER COUNCIL - POSITION NO. 3","CR","Frank Decker","108","108","29"
"CITY OF VANCOUVER COUNCIL - POSITION NO. 3","CR","Jeanne Harris","108","108","42"
"CITY OF VANCOUVER COUNCIL - POSITION NO. 3","CR","Adam R. Fox","108","108","14"
"CITY OF VANCOUVER COUNCIL - POSITION NO. 3","CR","Galina Burley","110","110","77"
"CITY OF VANCOUVER COUNCIL - POSITION NO. 3","CR","Anne McEnerny-Ogle","110","110","121"
"CITY OF VANCOUVER COUNCIL - POSITION NO. 3","CR","Frank Decker","110","110","66"
"CITY OF VANCOUVER COUNCIL - POSITION NO. 3","CR","Jeanne Harris","110","110","50"
"CITY OF VANCOUVER COUNCIL - POSITION NO. 3","CR","Adam R. Fox","110","110","23"
"CITY OF VANCOUVER COUNCIL - POSITION NO. 3","CR","Galina Burley","112","112","22"
"CITY OF VANCOUVER COUNCIL - POSITION NO. 3","CR","Anne McEnerny-Ogle","112","112","55"
"CITY OF VANCOUVER COUNCIL - POSITION NO. 3","CR","Frank Decker","112","112","18"
"CITY OF VANCOUVER COUNCIL - POSITION NO. 3","CR","Jeanne Harris","112","112","16"
"CITY OF VANCOUVER COUNCIL - POSITION NO. 3","CR","Adam R. Fox","112","112","11"
"CITY OF VANCOUVER COUNCIL - POSITION NO. 3","CR","Galina Burley","120","120","83"
"CITY OF VANCOUVER COUNCIL - POSITION NO. 3","CR","Anne McEnerny-Ogle","120","120","118"
"CITY OF VANCOUVER COUNCIL - POSITION NO. 3","CR","Frank Decker","120","120","61"
"CITY OF VANCOUVER COUNCIL - POSITION NO. 3","CR","Jeanne Harris","120","120","51"
"CITY OF VANCOUVER COUNCIL - POSITION NO. 3","CR","Adam R. Fox","120","120","32"
"CITY OF VANCOUVER COUNCIL - POSITION NO. 3","CR","Galina Burley","130","130","60"
"CITY OF VANCOUVER COUNCIL - POSITION NO. 3","CR","Anne McEnerny-Ogle","130","130","185"
"CITY OF VANCOUVER COUNCIL - POSITION NO. 3","CR","Frank Decker","130","130","48"
"CITY OF VANCOUVER COUNCIL - POSITION NO. 3","CR","Jeanne Harris","130","130","29"
"CITY OF VANCOUVER COUNCIL - POSITION NO. 3","CR","Adam R. Fox","130","130","15"
"CITY OF VANCOUVER COUNCIL - POSITION NO. 3","CR","Galina Burley","147","147","25"
"CITY OF VANCOUVER COUNCIL - POSITION NO. 3","CR","Anne McEnerny-Ogle","147","147","105"
"CITY OF VANCOUVER COUNCIL - POSITION NO. 3","CR","Frank Decker","147","147","53"
"CITY OF VANCOUVER COUNCIL - POSITION NO. 3","CR","Jeanne Harris","147","147","26"
"CITY OF VANCOUVER COUNCIL - POSITION NO. 3","CR","Adam R. Fox","147","147","11"
"CITY OF VANCOUVER COUNCIL - POSITION NO. 3","CR","Galina Burley","150","150","31"
"CITY OF VANCOUVER COUNCIL - POSITION NO. 3","CR","Anne McEnerny-Ogle","150","150","64"
"CITY OF VANCOUVER COUNCIL - POSITION NO. 3","CR","Frank Decker","150","150","31"
"CITY OF VANCOUVER COUNCIL - POSITION NO. 3","CR","Jeanne Harris","150","150","35"
"CITY OF VANCOUVER COUNCIL - POSITION NO. 3","CR","Adam R. Fox","150","150","16"
"CITY OF VANCOUVER COUNCIL - POSITION NO. 3","CR","Galina Burley","153","153","22"
"CITY OF VANCOUVER COUNCIL - POSITION NO. 3","CR","Anne McEnerny-Ogle","153","153","58"
"CITY OF VANCOUVER COUNCIL - POSITION NO. 3","CR","Frank Decker","153","153","46"
"CITY OF VANCOUVER COUNCIL - POSITION NO. 3","CR","Jeanne Harris","153","153","26"
"CITY OF VANCOUVER COUNCIL - POSITION NO. 3","CR","Adam R. Fox","153","153","14"
"CITY OF VANCOUVER COUNCIL - POSITION NO. 3","CR","Galina Burley","160","160","51"
"CITY OF VANCOUVER COUNCIL - POSITION NO. 3","CR","Anne McEnerny-Ogle","160","160","52"
"CITY OF VANCOUVER COUNCIL - POSITION NO. 3","CR","Frank Decker","160","160","31"
"CITY OF VANCOUVER COUNCIL - POSITION NO. 3","CR","Jeanne Harris","160","160","42"
"CITY OF VANCOUVER COUNCIL - POSITION NO. 3","CR","Adam R. Fox","160","160","10"
"CITY OF VANCOUVER COUNCIL - POSITION NO. 3","CR","Galina Burley","170","170","28"
"CITY OF VANCOUVER COUNCIL - POSITION NO. 3","CR","Anne McEnerny-Ogle","170","170","83"
"CITY OF VANCOUVER COUNCIL - POSITION NO. 3","CR","Frank Decker","170","170","24"
"CITY OF VANCOUVER COUNCIL - POSITION NO. 3","CR","Jeanne Harris","170","170","39"
"CITY OF VANCOUVER COUNCIL - POSITION NO. 3","CR","Adam R. Fox","170","170","19"
"CITY OF VANCOUVER COUNCIL - POSITION NO. 3","CR","Galina Burley","175","175","46"
"CITY OF VANCOUVER COUNCIL - POSITION NO. 3","CR","Anne McEnerny-Ogle","175","175","49"
"CITY OF VANCOUVER COUNCIL - POSITION NO. 3","CR","Frank Decker","175","175","28"
"CITY OF VANCOUVER COUNCIL - POSITION NO. 3","CR","Jeanne Harris","175","175","34"
"CITY OF VANCOUVER COUNCIL - POSITION NO. 3","CR","Adam R. Fox","175","175","20"
"CITY OF VANCOUVER COUNCIL - POSITION NO. 3","CR","Galina Burley","180","180","59"
"CITY OF VANCOUVER COUNCIL - POSITION NO. 3","CR","Anne McEnerny-Ogle","180","180","64"
"CITY OF VANCOUVER COUNCIL - POSITION NO. 3","CR","Frank Decker","180","180","25"
"CITY OF VANCOUVER COUNCIL - POSITION NO. 3","CR","Jeanne Harris","180","180","39"
"CITY OF VANCOUVER COUNCIL - POSITION NO. 3","CR","Adam R. Fox","180","180","13"
"CITY OF VANCOUVER COUNCIL - POSITION NO. 3","CR","Galina Burley","190","190","56"
"CITY OF VANCOUVER COUNCIL - POSITION NO. 3","CR","Anne McEnerny-Ogle","190","190","151"
"CITY OF VANCOUVER COUNCIL - POSITION NO. 3","CR","Frank Decker","190","190","61"
"CITY OF VANCOUVER COUNCIL - POSITION NO. 3","CR","Jeanne Harris","190","190","46"
"CITY OF VANCOUVER COUNCIL - POSITION NO. 3","CR","Adam R. Fox","190","190","16"
"CITY OF VANCOUVER COUNCIL - POSITION NO. 3","CR","Galina Burley","200","200","57"
"CITY OF VANCOUVER COUNCIL - POSITION NO. 3","CR","Anne McEnerny-Ogle","200","200","105"
"CITY OF VANCOUVER COUNCIL - POSITION NO. 3","CR","Frank Decker","200","200","60"
"CITY OF VANCOUVER COUNCIL - POSITION NO. 3","CR","Jeanne Harris","200","200","53"
"CITY OF VANCOUVER COUNCIL - POSITION NO. 3","CR","Adam R. Fox","200","200","13"
"CITY OF VANCOUVER COUNCIL - POSITION NO. 3","CR","Galina Burley","220","220","47"
"CITY OF VANCOUVER COUNCIL - POSITION NO. 3","CR","Anne McEnerny-Ogle","220","220","68"
"CITY OF VANCOUVER COUNCIL - POSITION NO. 3","CR","Frank Decker","220","220","38"
"CITY OF VANCOUVER COUNCIL - POSITION NO. 3","CR","Jeanne Harris","220","220","38"
"CITY OF VANCOUVER COUNCIL - POSITION NO. 3","CR","Adam R. Fox","220","220","9"
"CITY OF VANCOUVER COUNCIL - POSITION NO. 3","CR","Galina Burley","225","225","137"
"CITY OF VANCOUVER COUNCIL - POSITION NO. 3","CR","Anne McEnerny-Ogle","225","225","172"
"CITY OF VANCOUVER COUNCIL - POSITION NO. 3","CR","Frank Decker","225","225","85"
"CITY OF VANCOUVER COUNCIL - POSITION NO. 3","CR","Jeanne Harris","225","225","68"
"CITY OF VANCOUVER COUNCIL - POSITION NO. 3","CR","Adam R. Fox","225","225","15"
"CITY OF VANCOUVER COUNCIL - POSITION NO. 3","CR","Galina Burley","240","240","65"
"CITY OF VANCOUVER COUNCIL - POSITION NO. 3","CR","Anne McEnerny-Ogle","240","240","189"
"CITY OF VANCOUVER COUNCIL - POSITION NO. 3","CR","Frank Decker","240","240","111"
"CITY OF VANCOUVER COUNCIL - POSITION NO. 3","CR","Jeanne Harris","240","240","77"
"CITY OF VANCOUVER COUNCIL - POSITION NO. 3","CR","Adam R. Fox","240","240","28"
"CITY OF VANCOUVER COUNCIL - POSITION NO. 3","CR","Galina Burley","245","245","51"
"CITY OF VANCOUVER COUNCIL - POSITION NO. 3","CR","Anne McEnerny-Ogle","245","245","126"
"CITY OF VANCOUVER COUNCIL - POSITION NO. 3","CR","Frank Decker","245","245","86"
"CITY OF VANCOUVER COUNCIL - POSITION NO. 3","CR","Jeanne Harris","245","245","32"
"CITY OF VANCOUVER COUNCIL - POSITION NO. 3","CR","Adam R. Fox","245","245","13"
"CITY OF VANCOUVER COUNCIL - POSITION NO. 3","CR","Galina Burley","250","250","60"
"CITY OF VANCOUVER COUNCIL - POSITION NO. 3","CR","Anne McEnerny-Ogle","250","250","136"
"CITY OF VANCOUVER COUNCIL - POSITION NO. 3","CR","Frank Decker","250","250","71"
"CITY OF VANCOUVER COUNCIL - POSITION NO. 3","CR","Jeanne Harris","250","250","53"
"CITY OF VANCOUVER COUNCIL - POSITION NO. 3","CR","Adam R. Fox","250","250","19"
"CITY OF VANCOUVER COUNCIL - POSITION NO. 3","CR","Galina Burley","255","255","40"
"CITY OF VANCOUVER COUNCIL - POSITION NO. 3","CR","Anne McEnerny-Ogle","255","255","67"
"CITY OF VANCOUVER COUNCIL - POSITION NO. 3","CR","Frank Decker","255","255","62"
"CITY OF VANCOUVER COUNCIL - POSITION NO. 3","CR","Jeanne Harris","255","255","44"
"CITY OF VANCOUVER COUNCIL - POSITION NO. 3","CR","Adam R. Fox","255","255","10"
"CITY OF VANCOUVER COUNCIL - POSITION NO. 3","CR","Galina Burley","257","257","29"
"CITY OF VANCOUVER COUNCIL - POSITION NO. 3","CR","Anne McEnerny-Ogle","257","257","107"
"CITY OF VANCOUVER COUNCIL - POSITION NO. 3","CR","Frank Decker","257","257","43"
"CITY OF VANCOUVER COUNCIL - POSITION NO. 3","CR","Jeanne Harris","257","257","33"
"CITY OF VANCOUVER COUNCIL - POSITION NO. 3","CR","Adam R. Fox","257","257","19"
"CITY OF VANCOUVER COUNCIL - POSITION NO. 3","CR","Galina Burley","290","290","66"
"CITY OF VANCOUVER COUNCIL - POSITION NO. 3","CR","Anne McEnerny-Ogle","290","290","85"
"CITY OF VANCOUVER COUNCIL - POSITION NO. 3","CR","Frank Decker","290","290","69"
"CITY OF VANCOUVER COUNCIL - POSITION NO. 3","CR","Jeanne Harris","290","290","48"
"CITY OF VANCOUVER COUNCIL - POSITION NO. 3","CR","Adam R. Fox","290","290","9"
"CITY OF VANCOUVER COUNCIL - POSITION NO. 3","CR","Galina Burley","294","294","44"
"CITY OF VANCOUVER COUNCIL - POSITION NO. 3","CR","Anne McEnerny-Ogle","294","294","44"
"CITY OF VANCOUVER COUNCIL - POSITION NO. 3","CR","Frank Decker","294","294","30"
"CITY OF VANCOUVER COUNCIL - POSITION NO. 3","CR","Jeanne Harris","294","294","44"
"CITY OF VANCOUVER COUNCIL - POSITION NO. 3","CR","Adam R. Fox","294","294","11"
"CITY OF VANCOUVER COUNCIL - POSITION NO. 3","CR","Galina Burley","296","296","50"
"CITY OF VANCOUVER COUNCIL - POSITION NO. 3","CR","Anne McEnerny-Ogle","296","296","89"
"CITY OF VANCOUVER COUNCIL - POSITION NO. 3","CR","Frank Decker","296","296","55"
"CITY OF VANCOUVER COUNCIL - POSITION NO. 3","CR","Jeanne Harris","296","296","48"
"CITY OF VANCOUVER COUNCIL - POSITION NO. 3","CR","Adam R. Fox","296","296","19"
"CITY OF VANCOUVER COUNCIL - POSITION NO. 3","CR","Galina Burley","325(*)","325","0"
"CITY OF VANCOUVER COUNCIL - POSITION NO. 3","CR","Anne McEnerny-Ogle","325(*)","325","0"
"CITY OF VANCOUVER COUNCIL - POSITION NO. 3","CR","Frank Decker","325(*)","325","0"
"CITY OF VANCOUVER COUNCIL - POSITION NO. 3","CR","Jeanne Harris","325(*)","325","0"
"CITY OF VANCOUVER COUNCIL - POSITION NO. 3","CR","Adam R. Fox","325(*)","325","0"
"CITY OF VANCOUVER COUNCIL - POSITION NO. 3","CR","Galina Burley","624(*)","624","0"
"CITY OF VANCOUVER COUNCIL - POSITION NO. 3","CR","Anne McEnerny-Ogle","624(*)","624","0"
"CITY OF VANCOUVER COUNCIL - POSITION NO. 3","CR","Frank Decker","624(*)","624","0"
"CITY OF VANCOUVER COUNCIL - POSITION NO. 3","CR","Jeanne Harris","624(*)","624","0"
"CITY OF VANCOUVER COUNCIL - POSITION NO. 3","CR","Adam R. Fox","624(*)","624","0"
"CITY OF VANCOUVER COUNCIL - POSITION NO. 3","CR","Galina Burley","631","631","47"
"CITY OF VANCOUVER COUNCIL - POSITION NO. 3","CR","Anne McEnerny-Ogle","631","631","114"
"CITY OF VANCOUVER COUNCIL - POSITION NO. 3","CR","Frank Decker","631","631","66"
"CITY OF VANCOUVER COUNCIL - POSITION NO. 3","CR","Jeanne Harris","631","631","43"
"CITY OF VANCOUVER COUNCIL - POSITION NO. 3","CR","Adam R. Fox","631","631","17"
"CITY OF VANCOUVER COUNCIL - POSITION NO. 3","CR","Galina Burley","639","639","31"
"CITY OF VANCOUVER COUNCIL - POSITION NO. 3","CR","Anne McEnerny-Ogle","639","639","70"
"CITY OF VANCOUVER COUNCIL - POSITION NO. 3","CR","Frank Decker","639","639","39"
"CITY OF VANCOUVER COUNCIL - POSITION NO. 3","CR","Jeanne Harris","639","639","44"
"CITY OF VANCOUVER COUNCIL - POSITION NO. 3","CR","Adam R. Fox","639","639","15"
"CITY OF VANCOUVER COUNCIL - POSITION NO. 3","CR","Galina Burley","641","641","14"
"CITY OF VANCOUVER COUNCIL - POSITION NO. 3","CR","Anne McEnerny-Ogle","641","641","29"
"CITY OF VANCOUVER COUNCIL - POSITION NO. 3","CR","Frank Decker","641","641","17"
"CITY OF VANCOUVER COUNCIL - POSITION NO. 3","CR","Jeanne Harris","641","641","26"
"CITY OF VANCOUVER COUNCIL - POSITION NO. 3","CR","Adam R. Fox","641","641","2"
"CITY OF VANCOUVER COUNCIL - POSITION NO. 3","CR","Galina Burley","644","644","33"
"CITY OF VANCOUVER COUNCIL - POSITION NO. 3","CR","Anne McEnerny-Ogle","644","644","52"
"CITY OF VANCOUVER COUNCIL - POSITION NO. 3","CR","Frank Decker","644","644","66"
"CITY OF VANCOUVER COUNCIL - POSITION NO. 3","CR","Jeanne Harris","644","644","32"
"CITY OF VANCOUVER COUNCIL - POSITION NO. 3","CR","Adam R. Fox","644","644","17"
"CITY OF VANCOUVER COUNCIL - POSITION NO. 3","CR","Galina Burley","645","645","29"
"CITY OF VANCOUVER COUNCIL - POSITION NO. 3","CR","Anne McEnerny-Ogle","645","645","82"
"CITY OF VANCOUVER COUNCIL - POSITION NO. 3","CR","Frank Decker","645","645","73"
"CITY OF VANCOUVER COUNCIL - POSITION NO. 3","CR","Jeanne Harris","645","645","46"
"CITY OF VANCOUVER COUNCIL - POSITION NO. 3","CR","Adam R. Fox","645","645","14"
"CITY OF VANCOUVER COUNCIL - POSITION NO. 3","CR","Galina Burley","647","647","26"
"CITY OF VANCOUVER COUNCIL - POSITION NO. 3","CR","Anne McEnerny-Ogle","647","647","47"
"CITY OF VANCOUVER COUNCIL - POSITION NO. 3","CR","Frank Decker","647","647","49"
"CITY OF VANCOUVER COUNCIL - POSITION NO. 3","CR","Jeanne Harris","647","647","16"
"CITY OF VANCOUVER COUNCIL - POSITION NO. 3","CR","Adam R. Fox","647","647","6"
"CITY OF VANCOUVER COUNCIL - POSITION NO. 3","CR","Galina Burley","648","648","20"
"CITY OF VANCOUVER COUNCIL - POSITION NO. 3","CR","Anne McEnerny-Ogle","648","648","43"
"CITY OF VANCOUVER COUNCIL - POSITION NO. 3","CR","Frank Decker","648","648","47"
"CITY OF VANCOUVER COUNCIL - POSITION NO. 3","CR","Jeanne Harris","648","648","28"
"CITY OF VANCOUVER COUNCIL - POSITION NO. 3","CR","Adam R. Fox","648","648","6"
"CITY OF VANCOUVER COUNCIL - POSITION NO. 3","CR","Galina Burley","650","650","46"
"CITY OF VANCOUVER COUNCIL - POSITION NO. 3","CR","Anne McEnerny-Ogle","650","650","95"
"CITY OF VANCOUVER COUNCIL - POSITION NO. 3","CR","Frank Decker","650","650","48"
"CITY OF VANCOUVER COUNCIL - POSITION NO. 3","CR","Jeanne Harris","650","650","45"
"CITY OF VANCOUVER COUNCIL - POSITION NO. 3","CR","Adam R. Fox","650","650","14"
"CITY OF VANCOUVER COUNCIL - POSITION NO. 3","CR","Galina Burley","651","651","37"
"CITY OF VANCOUVER COUNCIL - POSITION NO. 3","CR","Anne McEnerny-Ogle","651","651","47"
"CITY OF VANCOUVER COUNCIL - POSITION NO. 3","CR","Frank Decker","651","651","62"
"CITY OF VANCOUVER COUNCIL - POSITION NO. 3","CR","Jeanne Harris","651","651","21"
"CITY OF VANCOUVER COUNCIL - POSITION NO. 3","CR","Adam R. Fox","651","651","16"
"CITY OF VANCOUVER COUNCIL - POSITION NO. 3","CR","Galina Burley","652","652","26"
"CITY OF VANCOUVER COUNCIL - POSITION NO. 3","CR","Anne McEnerny-Ogle","652","652","38"
"CITY OF VANCOUVER COUNCIL - POSITION NO. 3","CR","Frank Decker","652","652","48"
"CITY OF VANCOUVER COUNCIL - POSITION NO. 3","CR","Jeanne Harris","652","652","31"
"CITY OF VANCOUVER COUNCIL - POSITION NO. 3","CR","Adam R. Fox","652","652","12"
"CITY OF VANCOUVER COUNCIL - POSITION NO. 3","CR","Galina Burley","653","653","23"
"CITY OF VANCOUVER COUNCIL - POSITION NO. 3","CR","Anne McEnerny-Ogle","653","653","46"
"CITY OF VANCOUVER COUNCIL - POSITION NO. 3","CR","Frank Decker","653","653","37"
"CITY OF VANCOUVER COUNCIL - POSITION NO. 3","CR","Jeanne Harris","653","653","48"
"CITY OF VANCOUVER COUNCIL - POSITION NO. 3","CR","Adam R. Fox","653","653","17"
"CITY OF VANCOUVER COUNCIL - POSITION NO. 3","CR","Galina Burley","654","654","25"
"CITY OF VANCOUVER COUNCIL - POSITION NO. 3","CR","Anne McEnerny-Ogle","654","654","37"
"CITY OF VANCOUVER COUNCIL - POSITION NO. 3","CR","Frank Decker","654","654","42"
"CITY OF VANCOUVER COUNCIL - POSITION NO. 3","CR","Jeanne Harris","654","654","22"
"CITY OF VANCOUVER COUNCIL - POSITION NO. 3","CR","Adam R. Fox","654","654","13"
"CITY OF VANCOUVER COUNCIL - POSITION NO. 3","CR","Galina Burley","656","656","14"
"CITY OF VANCOUVER COUNCIL - POSITION NO. 3","CR","Anne McEnerny-Ogle","656","656","26"
"CITY OF VANCOUVER COUNCIL - POSITION NO. 3","CR","Frank Decker","656","656","43"
"CITY OF VANCOUVER COUNCIL - POSITION NO. 3","CR","Jeanne Harris","656","656","24"
"CITY OF VANCOUVER COUNCIL - POSITION NO. 3","CR","Adam R. Fox","656","656","14"
"CITY OF VANCOUVER COUNCIL - POSITION NO. 3","CR","Galina Burley","658","658","28"
"CITY OF VANCOUVER COUNCIL - POSITION NO. 3","CR","Anne McEnerny-Ogle","658","658","96"
"CITY OF VANCOUVER COUNCIL - POSITION NO. 3","CR","Frank Decker","658","658","86"
"CITY OF VANCOUVER COUNCIL - POSITION NO. 3","CR","Jeanne Harris","658","658","29"
"CITY OF VANCOUVER COUNCIL - POSITION NO. 3","CR","Adam R. Fox","658","658","22"
"CITY OF VANCOUVER COUNCIL - POSITION NO. 3","CR","Galina Burley","659","659","27"
"CITY OF VANCOUVER COUNCIL - POSITION NO. 3","CR","Anne McEnerny-Ogle","659","659","59"
"CITY OF VANCOUVER COUNCIL - POSITION NO. 3","CR","Frank Decker","659","659","65"
"CITY OF VANCOUVER COUNCIL - POSITION NO. 3","CR","Jeanne Harris","659","659","31"
"CITY OF VANCOUVER COUNCIL - POSITION NO. 3","CR","Adam R. Fox","659","659","22"
"CITY OF VANCOUVER COUNCIL - POSITION NO. 3","CR","Galina Burley","660","660","78"
"CITY OF VANCOUVER COUNCIL - POSITION NO. 3","CR","Anne McEnerny-Ogle","660","660","71"
